X1,X2,X3,X4,X5,X6,X7,X8,X9,Y1
-0.4535218179141621,0.3340488084108224,0.5044460589627013,0.7126215518095889,-0.4058012494400949,0.4774805546539674,-0.8642662350530196,-0.4621959632426136,0.11133238802410464,-0.48020753755486845
-0.5054853210995018,0.31475111742138895,0.9655073232299932,0.7007231548218644,-0.7091555705077895,0.7894756425278727,-0.5516623137019421,0.027020092324924694,0.32379704174957674,-0.6865185445667633
-0.7991354906347152,0.028894827567581882,0.8525634396314319,0.3185521474262331,-0.6758863746040094,0.6406610358003876,-0.6847937685025044,-0.22282666641890625,0.5506990464537632,-0.5598732663501965
-0.6974302787362289,0.58369956250686,0.977220345585959,0.23820810744624674,-0.5883449064662996,0.6415236449256099,-0.9845683238201448,-0.2713485219198353,-0.16866400489023933,-0.459048583038935
-0.4545571067778068,0.6530578093648911,0.24388616957849324,0.19955384581265365,-0.43622258889311516,0.9244331545163431,-1.0601070767867127,-0.16202472459444933,-0.04921773832238516,-0.23229473461016573
-0.8277440949826483,0.7768769022947667,0.5978390050580092,0.4912516904388239,-0.6064189637734045,0.43824444707976595,-0.8183732641347807,0.003962499636003564,0.27169067318135065,0.29118337590906024
-0.2916416138650539,0.24653659231694464,0.859934510758627,0.41859306198261553,-0.5962825191045331,0.6758853706116308,-0.7860206101357821,-0.014422081134524284,-0.01124322933631583,0.01528153814502664
-0.6815074188540448,0.5042278044357059,0.6509334720152504,0.3360870265120086,-0.4224049293479657,0.9503674298452724,-0.8077432749460999,-0.18950597234407032,-0.008974502793571204,-0.04546859698927258
-0.8072906566367779,0.4154781383182289,0.2691342878111918,0.6308024482034407,-0.5688850630323476,0.9335073716396806,-0.7857547820673386,-0.1314851888881585,0.30253890896244606,-0.38487349754147093
-0.6654092552615776,0.1156646676151285,0.1612929608447769,0.5706099925174688,-0.4630453787583193,0.7996901248558047,-0.7711864669169897,-0.16890119122936395,-0.09071591528764522,-0.1753240149767655
-0.8184403377978784,0.11173251092772035,0.5378186862687916,0.20489912934577886,-0.3057810723160409,0.5171210233641077,-0.5752437946506226,0.013579608655820113,0.7556355428820726,-0.38428288393972587
-0.5695890598758285,0.8638736070770887,0.5209786240144132,0.13092234832226882,-0.6797577340403069,0.6541027970206005,-0.8759901611872308,-0.11165285421159835,0.4052519837238303,-0.7274212625898443
-1.199002116217863,0.8366978446185894,0.6579280250354151,0.2571276220319814,-0.40147740986941216,0.37847377898750056,-0.6931478276440326,-0.09007892679924046,0.27555290241844793,-0.6518797663773215
-0.7009063165515523,0.3389648238512073,0.4582586264467794,0.21524866323966924,-0.7703471168482818,0.5467827575401024,-0.7534655582297906,-0.4110287216966506,0.4203242158336492,-0.32601398492154576
-0.176207062887417,0.8715203657988492,0.08887947597689233,0.5979775372088909,-0.7983362787070493,0.6544745677520181,-0.8856641935415102,-0.15375893456196216,0.3198660586664942,-0.27320842895766156
-0.8039147709633657,0.2673819781884084,0.40831938990917993,0.284342559323273,-0.5088090268846568,0.5412565457122943,-0.9175462570076822,0.026554864931191607,0.2199815211833931,-0.055156697351360195
-0.04876915526616904,0.24198883630895274,0.5998111150175274,0.29892100021987034,-0.6375383503930347,0.8706446765522581,-0.7789237132462741,-0.4017521263625424,0.7701463350836801,-0.18577092208474755
-0.017223883359031023,0.8879139351361367,0.4167140607979771,0.38877549149520013,-0.5496583104397905,0.7201746791960866,-0.8358674311919387,-0.05323864690069581,0.13542891232346208,-0.28528065211597053
-0.7954696392391314,0.34214196582016454,0.576647238150218,0.2970005557639848,-0.27390536457260184,0.6332889902041768,-0.9260380165869179,0.03815040456393304,0.05150892232368093,-0.14388980024872167
-0.295318079125245,0.9630076172492843,0.4458053796105158,0.7514565793762592,-0.7085369006029232,0.5675709577401004,-0.7756112760034786,-0.3121231115133474,0.22796532812432793,-0.06112694353528869
-0.7980387666936046,0.44259245113672735,0.40817101412887324,0.42271999480249983,-0.562359572630813,0.837046593756966,-0.7617497756711451,-0.42540027571566397,-0.2018269679231096,-0.2587294391911541
-0.592430936259994,0.8183965530633688,0.9272183388314341,0.29618701883311016,-0.4050614017196287,0.7250872992955228,-0.9859420354012882,-0.09804424969814532,0.6271070687437179,-0.05554083982992247
-0.7924275563477339,0.4030346882103779,0.5932221791531457,0.3218411991359443,-0.4589851898773029,0.7727032759991012,-0.8448386102271764,-0.19731978414853846,0.3604014618028103,0.4666281954095356
-0.42838841213947854,0.10908291580899038,0.1562872019118361,0.15822043339671443,-0.5584883937943812,0.45246650969210256,-0.8964059682087331,-0.1281567243553497,-0.41845402507771956,-0.5372919987507785
-0.3442180035020307,0.14829576093749242,0.2873677253568381,0.3189359474214279,-0.3960504099001808,0.6043325047296576,-1.071507604026882,-0.1945370749934559,-0.1316999991523793,-0.07319063031953513
-0.43133195876462005,0.5802011142797701,-0.05947685211717929,0.41552759961350294,-0.5605018878264107,0.6873722755358429,-1.0008287951535972,-0.019411243711356857,0.6650344318308163,-0.22020086412049297
-0.5580614266610214,0.5847056146790279,0.8089973731128295,0.5017018898321483,-0.783140098275616,0.5960773131682147,-0.4824153943701943,-0.28945725537752043,0.017516022824492022,-0.22168609339161172
-0.7267327009913789,0.5541335933411288,0.6929789467098646,0.2886537351933071,-0.32817807975333857,0.690867891840593,-0.7352026956840082,-0.2328134757297184,0.49534609213992375,-0.2788508836667008
-0.6100392857864513,0.9486204874556069,0.046971983771148806,0.24265143673433687,-0.5649256296961305,1.079246597385374,-0.7727425612161811,-0.04947551911594396,0.2172253348063004,-0.29492307988279637
-0.5880187325026275,0.7905390598590171,0.22186448427213334,0.4317866265086853,-0.5352372106345392,0.4709595764155604,-0.7908992397927599,-0.18370905493689638,-0.052882377455134855,-0.41076605997622184
-0.568249453057745,0.08536406105606109,0.7845204756721049,0.4485129521735808,-0.6199133765368363,0.6794050789312996,-0.6864251273788435,0.04092369920482483,-0.24659689807261054,-1.4174707831362654
-0.8077650651896027,0.3703712324544126,0.0829908415761707,0.19958623138229853,-0.5324742928333237,0.8856219642850569,-0.6532269406793809,-0.25925241306731006,0.2413419344523713,-0.892617062136098
-0.36278478648093415,0.5482951619449253,-0.09152826343875342,0.4229593622837152,-0.7523103653109401,1.144626734769461,-1.0004932218390485,-0.13402304209331414,0.10873860650094287,0.20066721844253127
-0.3102945981808199,0.2521362485023232,0.5604577095386889,-0.004855438402574241,-0.6066327214684832,0.5176217306784993,-0.9680166998903488,-0.21770957756017428,-0.130187789738619,-0.4138451817724105
-0.6061742629300509,0.48111079975886767,0.4729331863758437,0.6272753924029426,-0.5041162644192961,0.919468733389071,-0.6931205285371647,0.07710437739547829,-0.020536355593427924,-0.4651099337090895
-0.3355001875996362,0.5603819125018534,0.3364773639511295,0.3683806617811843,-0.5227181592971197,0.7898602563581016,-0.9065818221922622,-0.09090017245689766,0.5126940885427287,-0.400200736415967
-0.5596068776629494,0.3952296842656043,0.7004096875443238,0.5654601669242538,-0.5133597723114435,0.6880724234319504,-0.6786095687309225,-0.34463289182725054,0.4609954776415553,-0.11101828007520548
-0.9261333425267078,0.32453959599430665,0.32725671125003264,0.3027886973984522,-0.6722246121298343,0.6749964160870021,-0.8065146965021216,-0.31021306344232213,0.36588491588983424,-0.6494748235837245
-0.607339790609897,0.8782066674606888,0.3988651179589331,0.3699666596659227,-0.5084492472285008,0.8934178241921213,-0.6609117576205895,-0.17013004184271557,-0.33428266452977773,-0.5623988780078907
-0.21976538450234895,0.4989578726223673,0.6990266133483296,0.39570360365595253,-0.41990859329026164,0.5457400252732404,-1.071135433533976,-0.48271175777302594,0.5406803956856521,-0.17134077198034148
-0.633686718186064,1.0112848774869374,0.5280451046676506,0.46028456130261947,-0.49202070239546847,0.5848046252626589,-0.586932896911128,-0.33984652019052813,-0.22644902120431426,-0.2093226595684783
