X1,X2,X3,X4,X5,X6,X7,X8,Y1
-0.8757906172247052,-0.02456774171530737,0.011215549214984716,0.33974925940297984,0.024166224007544243,-0.9636546045869538,0.01565596376643119,0.4824716943732131,0.9990749004041717
0.09592449812736009,-0.21607475284939845,0.2433535040196253,-0.3154482432601459,0.0392308261797586,-0.8022358040034604,-0.6846922348005748,0.4275935511518999,1.469402391150326
0.11038068294540002,0.08622006933868975,0.43012051683554364,-0.19319974770363255,-0.04111766116430736,-0.5936185360588387,0.01698980461636737,0.2685482366812084,0.7076099157705422
0.11053894645926582,-0.09441695056775089,-0.04991353774273152,0.4384642932426074,0.04070820219315201,-0.17457387099832022,-0.4295667180290499,0.13718833464626384,0.7551992390996642
-0.4040450703416488,0.08384987920791162,0.06219809631332468,0.28422846525522416,0.10809786995899592,-0.5987754486279742,-0.2334518347244241,0.29290259006902186,0.5780970322474199
0.18516887255106057,-0.16169971723123744,0.48666139751926296,0.15393301393980724,-0.14832136310163554,-0.6858323408914225,-0.228040570140499,0.26822199041704564,1.1482057962539365
0.1635646177450114,0.0015165911901523638,0.015874357061827632,-0.07147154694914054,-0.146156725624648,-0.9433281976642967,-0.3690962194575977,0.24615588815085748,1.3382085182404293
-0.024511436832924473,-0.10659901495330629,0.3983119458532267,0.13862629273163568,0.015836909704138025,-0.6315162129331328,0.0914275334588664,0.14866441041308495,0.7791372498257776
-0.22318456041815357,0.23131765267121102,-0.13873043987289682,0.16067081569711866,-0.024876324647963095,-0.3898122895499324,-0.4847786358204413,0.2838560463293835,1.043264896368103
-0.17988597361819939,-0.036238998976000546,0.07931036232020197,-0.24463134785342952,-0.10319259053528433,-0.48350456990099683,-0.2719366552471054,0.17823547992671612,0.7638210677302919
-0.13193913226898177,-0.33522617927556597,0.3824628904718174,-0.1291136390664147,0.09688148195893784,-0.6336900546974905,-0.30712293386811246,0.03741812714047171,0.8949851565837871
0.03767779055144829,-0.09401622421762063,0.7666651835029012,0.16250840854353701,0.033323754323598846,-0.0354469905790572,0.0028726862206550074,0.3578216924987901,0.5151149083361745
-0.24864251977962865,-0.3723818375397783,0.15696433233515467,0.5138036232270295,-0.05936043072404264,-0.8123265722995956,-0.306825523857991,0.49029316357026176,1.150194229971826
-0.07561204973803132,-0.04871854125034639,0.19930492364070604,0.4380288750135911,0.14209800491132285,-0.6441645257809053,-0.24460173397387536,0.19966213156105905,1.040465803545912
-0.2926970954935487,0.10930912676176517,0.38204773796226865,0.4812441244390714,-0.10469740531045384,-0.43476818087581465,-0.6640297497200296,0.15812558809746746,0.7515099671775363
-0.3087161321989523,0.015290853960213777,0.08293576063382477,0.2852084112080888,-0.21692443721547777,-0.6866031836588655,-0.2977254559435622,0.6089125525657748,1.0173127554867827
0.26622798388236874,-0.30819210107139283,0.25261927239896426,0.0019252917231076944,-0.1435722068714652,-0.738894706726683,-0.058669495566881696,0.1489494717815531,1.1942926043351971
-0.21246500371674634,-0.2697190592668035,-0.03032169760399704,0.429290849831329,-0.06154469555957219,-0.6623388904751797,-0.3175688889669951,0.20677000463595202,0.6606788961634666
-0.6059242723845186,-0.06530410227359823,-0.22448175843913756,-0.004679335715929128,0.013509206190022998,-0.7078954239928518,-0.24737455142543865,0.1343954960136538,1.02764151812828
0.07642200148084613,-0.16681084652229092,0.6741750407043321,-0.16277993766642357,0.05763611072349983,-0.5036255544440089,-0.8172924956955011,0.4372674986223052,1.1409734789336439
-0.5003313681697296,0.051485219777116675,0.28111227833450037,-0.10233203429574209,-0.07283143942466566,-0.21435213020387456,-0.10537154634915682,0.2967404615725211,0.44816038374701606
0.08919102735864325,-0.1694450171490644,-0.06995173987275885,0.448715539475274,0.07110345262724388,-0.19153635502313965,-0.5997374885891884,0.14916935378397256,1.2489655822271801
0.05453680334478633,0.05985360670339375,0.18942772574792127,-0.07726921965839845,0.055010877987973404,-0.4061064461594772,-0.4572362611133691,0.4006420615017434,0.9591523725857478
0.028142502711963707,-0.2262481013994245,-0.033101055494498044,-0.11634503178318094,-0.08242105720927545,-0.5253488771372941,-0.3151831798988176,0.3925859616283639,1.3015774035269159
0.027986055084253995,0.10179115740183119,0.11300473218616894,0.4518956119427318,0.19370615764707547,-0.5250191334398584,-0.2855751712805229,0.18205970642712416,1.2158101023594046
-0.7415827297258017,-0.2564988890270864,-0.6158966885236479,0.3780353884010003,0.17218340930165285,-0.10901188570469572,-0.417119660713714,0.42236433487108394,1.202501888584313
-0.02867295448413759,-0.20844500198388416,0.31953885411114225,0.38226612125221854,-0.013394567697275964,-0.643685480911995,-0.2145401239717846,0.2889138168737202,0.9184289956579853
-0.0720626421582699,0.033841452366653924,-0.3224377679674405,0.12952476095814003,0.0909639968435815,-0.6267386826284398,-0.3086282336799289,0.25003504993703635,1.3482418013879287
-0.3810077094039367,0.27458052925656756,-0.3739472403016487,0.7217775416993624,-0.031353068420537825,-0.6180764996641694,-0.32732045355032535,0.07832711488156735,0.5983318691541482
0.18834162089631934,-0.30413707055422723,0.5769930373618752,0.40310212177879323,-0.01013418825300549,-0.5982519675397898,-0.6132771287064808,0.27941912214201026,1.4691262455922485
-0.5051981338210225,-0.34514141575976176,0.49455370715315083,0.46579470106619064,-0.048826757176500944,-0.5622669477563661,-0.1936733038718501,0.5714695874086416,0.9450013674938275
-0.6498693289930215,-0.09289686125579645,-0.226121132048054,0.13011413611176037,0.03660519383212657,-0.4695734198206917,-0.0009473619284040558,0.4309709066352702,0.4813407584112188
-0.5487563398574162,0.18798941976271705,0.4260784375725717,-0.0664368660619914,-0.1468291747197498,-0.5900682988141497,-0.38231051323381976,0.5501454117973468,1.2205958270610866
0.012193979395834904,-0.008636694848161985,0.35885872686492626,-0.06982394933522423,0.05479572580414457,-0.709134462763912,-0.40222545868468407,0.01546475160134142,1.2633214661525145
0.09531807481610764,0.16269189851204768,0.198213288797592,0.10159536037959396,0.009506683820312032,-0.7354484673900434,-0.40805837086556856,0.18649935208744933,1.1423321406705598
0.05307109527660371,-0.26869561925258856,0.19441845087373621,0.241191675441322,0.09513026382360651,-0.49431039081921946,-0.29131880775029456,-0.11854587266836186,0.8719975761242685
-0.20735810844638786,0.11814842442297845,-0.09476471663574954,-0.18431810446561797,0.12099416095521832,-0.597280513002048,-0.13836294214611367,0.11883060958893077,1.1354941531226044
-0.1599949675098023,0.08220200901791186,0.010655723316957189,-0.21069191485485772,0.02905626163992374,-0.21900661809533611,-0.6992018125763463,0.34455380904304544,1.0842123460193311
0.284586905855991,-0.0625358871230055,0.9944111685998495,0.40795768880409333,0.031899293779969744,-0.5295376820836238,-0.3651780964941017,0.2262531856274161,1.0580230739242948
-0.42159624754804564,-5.147506884110864e-05,0.18544573742802556,0.08064643324390355,-0.06686408650281978,-0.5148389793677743,-0.462503452690662,0.3806507266031179,0.9890101722242891
-0.37117475374603737,0.03595718616547723,0.041095008256523236,-0.12503977623502466,-0.15919209878051893,-0.4388116957577225,-0.30832315173792413,0.3262314276138389,1.3918461598046243
0.3963814727299021,-0.6027695259855206,0.3502279095511932,-0.4404994784570674,0.03403147314161472,-0.4609360082644098,-0.5039050033448763,0.17223171451630484,1.190416155969169
0.20309398133567488,-0.46387741283032025,0.3396514368287417,0.44592681439576265,0.11250484684780342,-0.6382950550026132,-0.457101527789698,-0.033097050776921086,0.802869320082773
-0.07813025939454468,-0.2131833306131868,-0.04961950971981832,0.4061338795588979,0.07993530487495097,-0.7547079869920416,-0.2659563386525833,0.45328740556570135,0.820661422969967
-0.02153866693355433,-0.12867256687880524,0.0725709957165774,0.13852822175255902,-0.032183945452411426,-0.7880060248670567,-0.47419895641757714,0.28383189383828966,1.194870668132526
