X1,X2,Y1
0.19050447462543485,0.051090668066942756,0.1942127273463861
0.23185460140559458,-0.08795421355731183,0.028255696172989966
0.10714447753484199,-0.10542283576105771,0.02876740310167282
0.002115381369449939,-0.015317615057034162,0.3568090182324599
0.19064214300617344,-0.14468713303272437,-0.41686231692923836
0.281336168407944,-0.04244518570321398,-0.027431482338102164
-0.093513768694935,0.054788833844467144,-0.14793936185615258
0.11489068316784293,-0.06409040737220546,-0.013426907144061691
-0.05526038070379489,-0.08927042500427415,0.3809245474648667
0.2886442119749602,-0.037991465034641195,-0.08371026005736155
-0.1529837121796366,-0.25488932666971675,-0.2361733726766088
-0.06803335985317055,-0.29744331303948723,-0.278388353040066
0.15409703699454314,-0.16815209043550755,0.011779113040636885
0.1511187379987459,-0.0045534379424709,-0.1271760434539997
-0.2794985778090227,0.036589617866201046,-0.195289601342271
0.04943438372999251,-0.13600186180022522,0.2556425279196724
-0.06273886972205314,-0.13377056894373926,0.4463023538434415
-0.014955053596128004,-0.030030205453951533,-0.08490318042058845
0.0008838711342443635,0.0398416314617454,-0.16214622809960502
0.032007906014710666,-0.4243458901718565,0.1438436434487417
-0.4012336073831603,0.1693466832354481,-0.05687156428772202
0.4609675754217311,0.15380151787317076,0.18987411540035595
-0.26553484565163843,0.014411381364608691,0.24594353200806285
-0.533065622881908,-0.3087445838204747,0.11798340586152979
-0.046252624789921454,0.12472223344193811,0.051660393275217466
0.3939753617913204,-0.07996564228093327,-0.1610568877830182
-0.17887945499050012,-0.08322908572194769,0.22215885972460875
0.31734594555635054,-0.3477865360129346,0.2683473559919279
0.31982984016660637,0.03209602677826939,-0.2601242904206458
-0.050478968937891666,-0.16273571570962264,-0.0952162186605742
-0.5268218747567923,-0.4531024807944165,0.13059831414858866
-0.20148136745636125,-0.07576036768324296,0.07888438193194477
0.400458049977338,-0.208264047921271,0.267646365037424
-0.15461305514478585,-0.24947785402188638,-0.1777478643700991
-0.23722855163384993,-0.3499036973104829,-0.024479893406652912
-0.18572080062474278,0.04289725910710944,0.01959106061372634
0.12174545510323946,-0.00676354682610089,0.02570136848626733
